incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0209,P078,9274684686,1987-12-14,2025-01-05,05:50,2025-01-05,Therapy Room,"010 Katherine Club Suite 489, Parramatta, NSW 2150",Self-Harm / Suicide,Cutting,Critical,True,C9538,Report received of participant hoarding medication.,Support provided to the participant.,Staff training on recognising warning signs of self-harm and suicide risk.,Social isolation,Lindsay Brennan,,,False,False,,,24 hours
INC0210,P005,3061624012,2006-11-16,2024-10-07,23:32,2024-10-07,Participant's residence - Activity room,"35326 Richard Corners, Campbelltown, NSW 2560",Behavioural Incident,Aggression,Medium,True,C6052,Participant scratched staff member during a transfer.,Specific behaviour support strategies implemented.,Staff training on behaviour support strategies and de-escalation.,Disruption in routine,Janice Maldonado,,,False,False,,,5 business days
INC0211,P002,3080635547,1994-06-09,2024-11-03,20:36,2024-11-04,Participant's residence - Communal area,"1186 Owens Via, Sydney, NSW 2000",Financial Misconduct / Error,Billing error,Medium,True,C9622,Support worker reported duplicate invoice payments.,Staff involved placed on administrative leave pending investigation.,Legal advice sought if necessary.,Authorisation process bypassed,Clayton Murphy,Lacerations,Medium,False,False,,,5 business days
INC0212,P039,4001552981,1972-04-13,2024-11-16,01:38,2024-11-16,Office/Administrative Area,"730 William Lakes Suite 142, Liverpool, NSW 2170",Medical Incident (Non-Injury),Seizure,Medium,True,C1697,Participant reported chest discomfort during a group walk.,Ambulance called and allergy triggers removed.,Quality improvement process initiated.,Changes in medication,Jeffrey Goodman,,,False,False,,,5 business days
INC0213,P068,6508842419,1997-08-05,2025-06-11,10:01,2025-06-14,Supported Independent Living (SIL) Home,"683 Melinda Meadow, Wollongong, NSW 2500",Unethical Staff Behaviour,Breach of duty of care,High,True,C8919,Report received of staff member being intoxicated on duty.,Staff member suspended pending investigation.,"Disciplinary action taken against the staff member, up to termination.",Violation of professional boundaries,Frances Gutierrez,Deep wounds,High,False,False,,,24 hours
INC0214,P076,6605241636,1992-06-06,2025-08-24,10:56,2025-08-24,Participant's residence - Dining area,"41754 Mcbride Forge, Campbelltown, NSW 2560",Verbal Abuse / Argument,Threatening language,Low,False,C1668,Disagreement escalated to shouting and yelling.,Verbal redirection and positive behaviour cues applied.,Staff training on de-escalation and conflict resolution.,Staff not recognizing early signs of escalation,Gregory Brown DDS,,,False,False,,,7 days
INC0215,P030,4645819316,2002-05-02,2024-12-28,15:52,2024-12-29,Healthcare Facility (Hospital/Clinic),"779 Joseph Hills Suite 693, Blacktown, NSW 2148",Serious Injury,Loss of consciousness,High,True,C2210,Participant fell down stairs and lost consciousness.,Safety of participant ensured and movement restricted if necessary.,Medical treatment plan initiated and followed.,Inadequate mobility support provided,Mary Drake,,,False,False,,,24 hours
INC0216,P038,9511662391,1962-05-19,2025-08-24,18:15,2025-08-24,Participant's residence - Hallway,"80344 Colon Rest, Liverpool, NSW 2170",Environmental Hazard,Unsafe chemicals,Medium,True,C6987,Water leak from ceiling flooded hallway overnight.,Guardian/family notified if participant safety was compromised.,Regular maintenance inspections conducted.,Poor lighting in certain areas,Stephanie Hall,,,False,False,,,5 business days
INC0217,P049,4703268723,1980-03-18,2024-12-14,07:51,2024-12-14,Supported Independent Living (SIL) Home,"90672 Bell Tunnel Suite 725, Campbelltown, NSW 2560",Near Miss,Almost tripped,Low,False,C9117,Equipment was found to be faulty before use.,Risk assessed and mitigation strategies implemented.,Risk assessment reviewed and updated.,Sharp object within reach,Danny Smith,,,False,False,,,7 days
INC0218,P049,4703268723,1980-03-18,2025-02-11,19:46,2025-02-12,Participant's residence - Bedroom,"293 Claire Ville Suite 923, Chatswood, NSW 2067",Self-Harm / Suicide,Suicide attempts,High,True,C4330,"Participant was found in their room with superficial scratches on their arms, caused by a paperclip.",Review of participant's risk assessment and safety plan.,Safety audit of participant’s environment completed.,Medication side effects not reviewed,Joshua Nash,Multiple fractures,High,False,False,,,24 hours
INC0219,P011,1418362089,1978-12-07,2024-10-31,09:52,2024-11-01,Office/Administrative Area,"4926 Sheila Villages Apt. 849, Blacktown, NSW 2148",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C2500,Sudden onset of dizziness and nausea reported by participant.,Internal incident report commenced.,Review of participant's health history and risk factors.,Changes in medication,Karen Bennett,,,False,False,,,5 business days
INC0220,P012,6860748371,1993-04-10,2024-11-28,07:33,2024-11-28,Participant's residence - Staff office,"5839 Brown Knolls, Bondi, NSW 2026",Environmental Hazard,Flooding,Medium,True,C6437,Carbon monoxide detector activated.,Evacuation procedures followed if necessary.,Communication with participants about safety procedures.,Chemical storage room left open,Dwayne Orr,Minor burns,Medium,True,False,,,5 business days
INC0221,P085,6835789389,1973-03-31,2025-01-14,18:38,2025-01-14,Participant's residence - Kitchen,"18149 Richardson Isle Suite 042, Bondi, NSW 2026",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C3870,Staff member was verbally abused by a participant.,Risk assessment of the situation.,Mediation or facilitated discussions if appropriate.,Noise levels in common area,Christopher Brown,,,False,False,,,7 days
INC0222,P021,8231631272,1964-08-29,2024-10-28,22:50,2024-10-29,Participant's residence - Bathroom,"750 Walker Square, Parramatta, NSW 2150",Medical Incident (Non-Injury),Seizure,Medium,True,C2221,Participant's blood sugar level dropped significantly.,Participant monitored closely for changes in condition.,Review of participant's health history and risk factors.,Underlying health condition,Chad Sims,,,False,False,,,5 business days
INC0223,P065,2039629197,1966-02-26,2024-10-06,10:25,2024-10-07,Supported Independent Living (SIL) Home,"3976 Brady Bridge Suite 117, Campbelltown, NSW 2560",Verbal Abuse / Argument,Threatening language,Low,False,C5527,Staff member was verbally abused by a participant.,Staff involved supported and debriefed.,Discussion with all participants about respectful communication.,Underlying behavioural issues,Brenda Williams,Bruising,Low,True,True,GP Consultation,,7 days
INC0224,P032,2098196737,1971-06-03,2025-08-03,08:25,2025-08-03,Participant's residence - Kitchen,"964 Morgan Route, Chatswood, NSW 2067",Equipment Failure,Bed rail collapse,Medium,True,C9723,Safety harness on equipment failed.,Staff involved debriefed.,Staff training on proper use and inspection of equipment.,Wear and tear reported but not addressed,Mary Reynolds,,,False,False,,,5 business days
INC0225,P095,6168363312,1994-05-17,2025-07-07,17:24,2025-07-07,Participant's residence - Communal area,"51843 Abigail Bridge Suite 782, Campbelltown, NSW 2560",Infectious Disease Exposure,Exposure due to isolation breach,High,True,C4857,Outbreak of a viral illness within the facility.,Support offered to isolated individuals.,Collaboration with health authorities for guidance.,Lack of awareness of infection control measures,Michael Hale,Internal bleeding,High,True,False,,,24 hours
INC0226,P024,5110339253,1990-05-14,2024-12-04,11:23,2024-12-04,Participant's residence - Dining area,"8812 Mathis Stravenue Apt. 754, Sydney, NSW 2000",Serious Injury,Burns,High,True,C9457,Participant was hit by a falling object and sustained a head injury.,Safety of participant ensured and movement restricted if necessary.,Medical treatment plan initiated and followed.,Inadequate mobility support provided,Kristen Guerra DDS,,,False,False,,,24 hours
INC0227,P035,5523828723,1976-03-07,2025-08-04,12:25,2025-08-04,Supported Independent Living (SIL) Home,"99971 Kevin Ports Apt. 118, Penrith, NSW 2750",Death,Hospital-related,Critical,True,C3563,Paramedics confirmed death on arrival after a sudden collapse.,Police contacted as per protocol for unexplained death.,Documentation completed for all external agencies.,Communication breakdown during handover,Sarah Hutchinson,,,False,False,,,24 hours
INC0228,P047,6826423888,1975-07-22,2025-03-09,08:53,2025-03-09,Participant's residence - Activity room,"055 Rodriguez Ridge, Campbelltown, NSW 2560",Service Complaint,Poor care quality,Low,False,C3654,Complaint about staff being unprofessional or rude.,Risk assessment of the situation.,Staff training on person-centred care and communication.,Understaffing led to reduced engagement,William Morris,,,False,False,,,7 days
INC0229,P080,4514440233,1986-07-28,2025-06-06,09:58,2025-06-07,Participant's residence - Bedroom,"80682 Newton Stravenue, Penrith, NSW 2750",Service Complaint,Delays,Low,False,C9220,Services were not delivered as outlined in the support plan.,Internal investigation process initiated.,Staff schedule adjusted for consistency.,Lack of understanding of participant's needs,Gavin Newton,,,False,False,,,7 days
INC0230,P016,5058285476,1994-08-02,2025-02-11,04:06,2025-02-11,Therapy Room,"7404 Bradley Wells Apt. 023, Campbelltown, NSW 2560",Behavioural Incident,Disruption,Medium,True,C9637,Participant caused significant disruption to a planned outing.,First aid administered if injuries occurred.,Communication methods with participant reviewed.,Inconsistent application of behaviour support plan,Derrick Ryan,,,False,False,,,5 business days
INC0231,P017,1419842311,1972-04-15,2024-11-25,03:46,2024-11-25,Participant's residence - Communal area,"105 Rebecca Isle, Campbelltown, NSW 2560",Medical Incident (Non-Injury),Allergic reaction,Medium,True,C9824,Participant reported chest discomfort during a group walk.,Family/guardian notified.,Environmental factors contributing to the incident addressed.,Underlying health condition,Christian Richardson,,,False,False,,,5 business days
INC0232,P044,2422790295,1977-07-04,2024-12-25,22:42,2024-12-25,Participant's residence - Bathroom,"61838 Shannon Corners, Penrith, NSW 2750",Environmental Hazard,Fire alarm,Medium,True,C5445,Fire alarm triggered after burning toast; evacuation conducted.,Safety of participants and staff ensured.,Environmental risk assessment updated.,Fire drill procedures unclear,Nicole Burton,,,False,False,,,5 business days
INC0233,P068,6508842419,1997-08-05,2025-01-21,19:50,2025-01-21,Respite Care Facility,"207 Jordan Lodge Suite 715, Parramatta, NSW 2150",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C6079,Participant reported chest discomfort during a group walk.,Participant monitored closely for changes in condition.,Medication management plan reviewed.,Underlying health condition,Amanda Klein,,,False,False,,,5 business days
INC0234,P051,8350878635,1976-05-30,2025-05-24,20:00,2025-05-24,Participant's residence - Outdoor area,"943 Aaron Meadow Suite 523, Blacktown, NSW 2148",Self-Harm / Suicide,Threats to self,Critical,True,C6978,Participant engaged in headbanging causing injury.,First aid administered. Guardian and psychologist contacted.,Quality improvement process initiated related to mental health support.,Previous history of self-harm,Kevin Smith,Internal bleeding,Critical,True,True,GP Consultation,Full recovery,24 hours
INC0235,P022,5422617423,1993-11-07,2025-06-16,11:37,2025-06-17,Participant's residence - Activity room,"75926 Gomez Centers, Chatswood, NSW 2067",Environmental Hazard,Electrical hazard,Medium,True,C9063,Chemical spill occurred in the cleaning supply room.,Guardian/family notified if participant safety was compromised.,Environment hazard checklist reviewed weekly.,Unsecured power cables,David Hamilton,Minor burns,Medium,False,False,,,5 business days
INC0236,P025,4031379047,1998-06-09,2025-03-04,01:40,2025-03-04,Therapy Room,"223 Nicole Trail, Campbelltown, NSW 2560",Verbal Abuse / Argument,Hostile disagreements,Low,False,C9358,Threatening language used by a visitor towards staff.,Support offered to any witnesses.,Behaviour therapist updated support plan.,Lack of positive behaviour reinforcement,Mr. Kenneth Lyons PhD,,,False,False,,,7 days
INC0237,P038,9511662391,1962-05-19,2025-01-13,19:04,2025-01-14,Respite Care Facility,"91909 Bailey Springs Suite 795, Campbelltown, NSW 2560",Abuse or Neglect,Emotional,High,True,C1298,Concern raised about possible withholding of meals due to missed appointments.,All relevant documentation and evidence secured.,Support staff training on safeguarding and mandatory reporting reinforced.,Participant vulnerability not adequately addressed,Mrs. Lisa Kelly MD,,,False,False,,,24 hours
INC0238,P031,6869994139,1998-12-01,2025-08-21,11:23,2025-08-22,Participant's residence - Staff office,"8110 Justin Curve Apt. 650, Chatswood, NSW 2067",Near Miss,Almost tripped,Low,False,C9856,Equipment was found to be faulty before use.,Immediate steps taken to prevent recurrence.,Environmental changes made to reduce identified risks.,Failure to follow existing procedures,Carol Ramos,,,False,False,,,7 days
