incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,incident_type,subcategory,severity,reportable,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome
236,85,351594937,1942-09-10,2024-06-26,11:45,,Care Home 4,Financial Misconduct / Error,Theft,Major,Non-Reportable,An incident of type Financial Misconduct / Error (Theft) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,10,,,True,True,GP Visit,Recovered
237,192,625881810,2005-09-09,2024-06-27,02:26,,Care Home 10,Missing Person / Unexplained Absence,No contact during outing,Minor,Non-Reportable,An incident of type Missing Person / Unexplained Absence (No contact during outing) occurred. A Missing Person / Unexplained Absence incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,18,,,False,False,,
238,498,569348973,1989-11-19,2024-06-27,10:55,,"228 George St, Newtown NSW 2605",Medical Incident (Non-Injury),Overheating,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Overheating) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,93,,,False,False,,
239,645,344654081,2017-08-31,2024-06-27,18:17,,"967 Railway Pde, Chatswood NSW 2376",Self-Harm / Suicide,Cutting,Minor,Non-Reportable,An incident of type Self-Harm / Suicide (Cutting) occurred. A Self-Harm / Suicide incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,134,,,False,False,,
240,85,351594937,1942-09-10,2024-06-27,18:53,,Care Home 4,Financial Misconduct / Error,Billing error,Minor,Non-Reportable,An incident of type Financial Misconduct / Error (Billing error) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,45,,,False,False,,
241,21,834808245,1960-08-06,2024-06-28,18:00,,"124 Victoria Rd, Blacktown NSW 2914",Abuse or Neglect,Physical,Major,Non-Reportable,An incident of type Abuse or Neglect (Physical) occurred. A Abuse or Neglect incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,165,,,True,True,Specialist Consultation,Ongoing Care
242,117,770363213,1969-12-15,2024-06-28,21:23,2024-06-29,"287 Pitt St, Parramatta NSW 2518",Unethical Staff Behaviour,Breach of duty of care,Critical,Reportable,An incident of type Unethical Staff Behaviour (Breach of duty of care) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a community setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,116,,,True,True,GP Visit,Recovered
243,57,926594678,1957-10-29,2024-06-28,21:51,,"230 Church St, Chatswood NSW 2605",Assault (Unlawful Contact),"Physical assault (hitting, kicking)",Minor,Non-Reportable,"An incident of type Assault (Unlawful Contact) (Physical assault (hitting, kicking)) occurred. A Assault (Unlawful Contact) incident occurred. This occurred in a community setting.",Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,110,,,False,False,,
244,601,930219699,1972-09-13,2024-06-29,19:47,,Care Home 23,Restrictive Practices (Unauthorised),Seclusion,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Seclusion) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,32,,,False,False,,
245,643,124736341,1997-04-15,2024-06-30,00:20,2024-07-01,Care Home 1,Verbal Abuse / Argument,Participant-to-participant or staff,Critical,Reportable,An incident of type Verbal Abuse / Argument (Participant-to-participant or staff) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,58,,,True,True,First Aid,Stable
246,40,674540018,1994-05-19,2024-06-30,02:39,,Care Home 14,Environmental Hazard,Flooding,Minor,Non-Reportable,An incident of type Environmental Hazard (Flooding) occurred. A Environmental Hazard incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,4,,,False,False,,
247,315,045740652,1986-02-05,2024-06-30,07:41,,"778 Railway Pde, Newtown NSW 2335",Serious Injury,Loss of consciousness,Minor,Non-Reportable,An incident of type Serious Injury (Loss of consciousness) occurred. A Serious Injury incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,27,,,False,False,,
248,124,623077191,1957-11-04,2024-07-01,07:50,,Care Home 13,Verbal Abuse / Argument,Threatening language,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Threatening language) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,110,,,False,False,,
249,634,526725724,1970-12-14,2024-07-01,08:45,,"158 Church St, Newtown NSW 2688",Assault (Unlawful Contact),Threats of violence,Major,Non-Reportable,An incident of type Assault (Unlawful Contact) (Threats of violence) occurred. A Assault (Unlawful Contact) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,87,,,True,True,Specialist Consultation,Stable
250,241,953496355,1987-01-19,2024-07-01,14:41,,Care Home 9,Behavioural Incident,Aggression,Major,Non-Reportable,An incident of type Behavioural Incident (Aggression) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,13,,,True,True,First Aid,Recovered
251,152,960343274,1960-11-04,2024-07-02,20:43,,"774 Queen St, Glebe NSW 2044",Equipment Failure,Wheelchair breakdown,Minor,Non-Reportable,An incident of type Equipment Failure (Wheelchair breakdown) occurred. A Equipment Failure incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,43,,,False,False,,
252,501,586717633,2008-07-25,2024-07-02,23:28,,Care Home 11,Sexual Misconduct,Exhibitionism,Major,Non-Reportable,An incident of type Sexual Misconduct (Exhibitionism) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,32,,,True,True,Hospital Visit,Stable
253,417,312369629,1962-12-28,2024-07-03,16:53,,Care Home 2,Sexual Misconduct,Harassment,Minor,Non-Reportable,An incident of type Sexual Misconduct (Harassment) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,90,,,False,False,,
254,529,058622452,1942-03-23,2024-07-04,19:15,,Care Home 22,Financial Misconduct / Error,Misuse of funds,Minor,Non-Reportable,An incident of type Financial Misconduct / Error (Misuse of funds) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,75,,,False,False,,
